Customer_ID,Name,Age,SSN,Occupation,snapshot_date,_ingested_at_utc,feat_balance,feat_utilization_bucket,feat_trades_open
CUS_0x003f,User63,26,163-73-1063,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,102,2,2
CUS_0x0040,User64,27,164-74-1064,Artist,2023-08-01,2023-08-01T00:00:00.000Z,160,0,8
CUS_0x0041,User65,28,165-75-1065,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,549,4,5
CUS_0x0042,User66,29,166-76-1066,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,837,2,9
CUS_0x0043,User67,30,167-77-1067,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,389,4,1
CUS_0x0044,User68,31,168-78-1068,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,185,0,9
CUS_0x0045,User69,32,169-79-1069,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,210,0,6
CUS_0x0046,User70,33,170-80-1070,Artist,2023-08-01,2023-08-01T00:00:00.000Z,655,0,7
CUS_0x0047,User71,34,171-81-1071,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,728,3,4
CUS_0x0048,User72,35,172-82-1072,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,23,3,7
CUS_0x0049,User73,36,173-83-1073,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,339,4,3
CUS_0x004a,User74,37,174-84-1074,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,278,3,6
CUS_0x004b,User75,38,175-85-1075,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,241,1,5
CUS_0x004c,User76,39,176-86-1076,Artist,2023-08-01,2023-08-01T00:00:00.000Z,951,1,3
CUS_0x004d,User77,40,177-87-1077,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,23,3,11
CUS_0x004e,User78,41,178-88-1078,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,436,1,4
CUS_0x004f,User79,42,179-89-1079,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,734,4,2
CUS_0x0050,User80,43,180-90-1080,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,522,2,10
CUS_0x0051,User81,44,181-91-1081,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,66,1,2
CUS_0x0052,User82,45,182-92-1082,Artist,2023-08-01,2023-08-01T00:00:00.000Z,762,2,10
CUS_0x0053,User83,46,183-93-1083,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,270,0,2
CUS_0x0054,User84,47,184-94-1084,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,294,4,10
CUS_0x0055,User85,48,185-95-1085,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,182,2,2
CUS_0x0056,User86,49,186-96-1086,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,212,2,0
CUS_0x0057,User87,50,187-97-1087,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,15,0,7
CUS_0x0058,User88,51,188-98-1088,Artist,2023-08-01,2023-08-01T00:00:00.000Z,712,2,8
CUS_0x0059,User89,52,189-99-1089,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,563,3,3
CUS_0x005a,User90,53,190-10-1090,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,872,2,4
CUS_0x005b,User91,54,191-11-1091,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,309,4,1
CUS_0x005c,User92,55,192-12-1092,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,880,0,0
CUS_0x005d,User93,56,193-13-1093,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,803,3,7
CUS_0x005e,User94,57,194-14-1094,Artist,2023-08-01,2023-08-01T00:00:00.000Z,519,4,3
CUS_0x005f,User95,58,195-15-1095,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,561,1,9
CUS_0x0060,User96,59,196-16-1096,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,340,0,0
CUS_0x0061,User97,60,197-17-1097,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,25,0,5
CUS_0x0062,User98,61,198-18-1098,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,965,0,5
CUS_0x0063,User99,62,199-19-1099,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,765,0,9
CUS_0x0064,User100,63,200-20-1100,Artist,2023-08-01,2023-08-01T00:00:00.000Z,63,3,3
CUS_0x0065,User101,64,201-21-1101,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,907,2,3
CUS_0x0066,User102,65,202-22-1102,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,104,4,4
CUS_0x0067,User103,66,203-23-1103,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,129,4,1
CUS_0x0068,User104,67,204-24-1104,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,92,2,8
CUS_0x0069,User105,68,205-25-1105,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,403,3,11
CUS_0x006a,User106,69,206-26-1106,Artist,2023-08-01,2023-08-01T00:00:00.000Z,638,3,10
CUS_0x006b,User107,70,207-27-1107,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,790,0,2
CUS_0x006c,User108,71,208-28-1108,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,306,1,10
CUS_0x006d,User109,72,209-29-1109,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,82,2,6
CUS_0x006e,User110,18,210-30-1110,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,381,1,5
CUS_0x006f,User111,19,211-31-1111,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,623,3,11
CUS_0x0070,User112,20,212-32-1112,Artist,2023-08-01,2023-08-01T00:00:00.000Z,584,4,0
CUS_0x0071,User113,21,213-33-1113,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,881,1,5
CUS_0x0072,User114,22,214-34-1114,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,501,1,5
CUS_0x0073,User115,23,215-35-1115,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,10,0,2
CUS_0x0074,User116,24,216-36-1116,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,236,1,0
CUS_0x0075,User117,25,217-37-1117,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,637,2,9
CUS_0x0076,User118,26,218-38-1118,Artist,2023-08-01,2023-08-01T00:00:00.000Z,945,0,1
CUS_0x0077,User119,27,219-39-1119,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,809,4,9
CUS_0x0078,User120,28,220-40-1120,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,104,4,8
CUS_0x0079,User121,29,221-41-1121,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,450,0,10
CUS_0x007a,User122,30,222-42-1122,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,853,3,9
CUS_0x007b,User123,31,223-43-1123,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,106,1,2
CUS_0x007c,User124,32,224-44-1124,Artist,2023-08-01,2023-08-01T00:00:00.000Z,494,4,6
CUS_0x007d,User125,33,225-45-1125,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,67,2,7
CUS_0x007e,User126,34,226-46-1126,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,494,4,10
CUS_0x007f,User127,35,227-47-1127,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,497,2,1
CUS_0x0080,User128,36,228-48-1128,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,881,1,1
CUS_0x0081,User129,37,229-49-1129,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,175,0,3
CUS_0x0082,User130,38,230-50-1130,Artist,2023-08-01,2023-08-01T00:00:00.000Z,862,2,2
CUS_0x0083,User131,39,231-51-1131,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,216,1,0
CUS_0x0084,User132,40,232-52-1132,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,146,1,10
CUS_0x0085,User133,41,233-53-1133,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,368,3,8
CUS_0x0086,User134,42,234-54-1134,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,679,4,11
CUS_0x0087,User135,43,235-55-1135,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,744,4,0
CUS_0x0088,User136,44,236-56-1136,Artist,2023-08-01,2023-08-01T00:00:00.000Z,56,1,0
CUS_0x0089,User137,45,237-57-1137,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,331,1,7
CUS_0x008a,User138,46,238-58-1138,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,808,3,4
CUS_0x008b,User139,47,239-59-1139,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,14,4,10
CUS_0x008c,User140,48,240-60-1140,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,525,0,1
CUS_0x008d,User141,49,241-61-1141,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,337,2,5
CUS_0x008e,User142,50,242-62-1142,Artist,2023-08-01,2023-08-01T00:00:00.000Z,116,1,4
CUS_0x008f,User143,51,243-63-1143,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,259,4,3
CUS_0x0090,User144,52,244-64-1144,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,438,3,6
CUS_0x0091,User145,53,245-65-1145,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,104,4,8
CUS_0x0092,User146,54,246-66-1146,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,807,2,3
CUS_0x0093,User147,55,247-67-1147,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,813,3,5
CUS_0x0094,User148,56,248-68-1148,Artist,2023-08-01,2023-08-01T00:00:00.000Z,694,4,2
CUS_0x0095,User149,57,249-69-1149,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,196,1,0
CUS_0x0096,User150,58,250-70-1150,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,210,0,10
CUS_0x0097,User151,59,251-71-1151,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,939,4,3
CUS_0x0098,User152,60,252-72-1152,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,441,1,9
CUS_0x0099,User153,61,253-73-1153,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,659,4,7
CUS_0x009a,User154,62,254-74-1154,Artist,2023-08-01,2023-08-01T00:00:00.000Z,539,4,3
CUS_0x009b,User155,63,255-75-1155,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,12,2,8
CUS_0x009c,User156,64,256-76-1156,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,965,0,9
CUS_0x009d,User157,65,257-77-1157,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,195,0,11
CUS_0x009e,User158,66,258-78-1158,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,740,0,0
CUS_0x009f,User159,67,259-79-1159,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,757,2,5
CUS_0x00a0,User160,68,260-80-1160,Artist,2023-08-01,2023-08-01T00:00:00.000Z,153,3,5
CUS_0x00a1,User161,69,261-81-1161,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,953,3,9
CUS_0x00a2,User162,70,262-82-1162,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,747,2,7
CUS_0x00a3,User163,71,263-83-1163,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,879,4,7
CUS_0x00a4,User164,72,264-84-1164,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,457,2,1
CUS_0x00a5,User165,18,265-85-1165,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,304,4,4
CUS_0x00a6,User166,19,266-86-1166,Artist,2023-08-01,2023-08-01T00:00:00.000Z,584,4,0
CUS_0x00a7,User167,20,267-87-1167,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,570,0,10
CUS_0x00a8,User168,21,268-88-1168,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,599,4,7
CUS_0x00a9,User169,22,269-89-1169,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,439,4,3
CUS_0x00aa,User170,23,270-90-1170,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,175,0,7
CUS_0x00ab,User171,24,271-91-1171,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,985,0,5
CUS_0x00ac,User172,25,272-92-1172,Artist,2023-08-01,2023-08-01T00:00:00.000Z,108,3,8
CUS_0x00ad,User173,26,273-93-1173,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,5,0,1
CUS_0x00ae,User174,27,274-94-1174,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,932,2,8
CUS_0x00af,User175,28,275-95-1175,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,605,0,5
CUS_0x00b0,User176,29,276-96-1176,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,900,0,0
CUS_0x00b1,User177,30,277-97-1177,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,152,2,8
CUS_0x00b2,User178,31,278-98-1178,Artist,2023-08-01,2023-08-01T00:00:00.000Z,207,2,7
CUS_0x00b3,User179,32,279-99-1179,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,784,4,0
CUS_0x00b4,User180,33,280-10-1180,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,763,3,3
CUS_0x00b5,User181,34,281-11-1181,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,606,1,6
CUS_0x00b6,User182,35,282-12-1182,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,917,2,1
CUS_0x00b7,User183,36,283-13-1183,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,259,4,11
CUS_0x00b8,User184,37,284-14-1184,Artist,2023-08-01,2023-08-01T00:00:00.000Z,281,1,9
CUS_0x00b9,User185,38,285-15-1185,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,448,3,0
CUS_0x00ba,User186,39,286-16-1186,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,440,0,4
CUS_0x00bb,User187,40,287-17-1187,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,204,4,0
CUS_0x00bc,User188,41,288-18-1188,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,411,1,3
CUS_0x00bd,User189,42,289-19-1189,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,928,3,4
CUS_0x00be,User190,43,290-20-1190,Artist,2023-08-01,2023-08-01T00:00:00.000Z,920,0,8
CUS_0x00bf,User191,44,291-21-1191,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,291,1,7
CUS_0x00c0,User192,45,292-22-1192,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,113,3,5
CUS_0x00c1,User193,46,293-23-1193,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,325,0,1
CUS_0x00c2,User194,47,294-24-1194,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,80,0,4
CUS_0x00c3,User195,48,295-25-1195,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,366,1,6
CUS_0x00c4,User196,49,296-26-1196,Artist,2023-08-01,2023-08-01T00:00:00.000Z,596,1,4
CUS_0x00c5,User197,50,297-27-1197,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,785,0,9
CUS_0x00c6,User198,51,298-28-1198,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,652,2,4
CUS_0x00c7,User199,52,299-29-1199,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,3,3,3
CUS_0x00c8,User200,53,300-30-1200,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,307,2,11
CUS_0x00c9,User201,54,301-31-1201,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,555,0,11
CUS_0x00ca,User202,55,302-32-1202,Artist,2023-08-01,2023-08-01T00:00:00.000Z,496,1,4
CUS_0x00cb,User203,56,303-33-1203,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,405,0,1
CUS_0x00cc,User204,57,304-34-1204,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,394,4,6
CUS_0x00cd,User205,58,305-35-1205,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,305,0,5
CUS_0x00ce,User206,59,306-36-1206,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,351,1,7
CUS_0x00cf,User207,60,307-37-1207,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,170,0,2
CUS_0x00d0,User208,61,308-38-1208,Artist,2023-08-01,2023-08-01T00:00:00.000Z,550,0,6
CUS_0x00d1,User209,62,309-39-1209,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,420,0,4
CUS_0x00d2,User210,63,310-40-1210,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,314,4,6
CUS_0x00d3,User211,64,311-41-1211,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,804,4,8
CUS_0x00d4,User212,65,312-42-1212,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,355,0,11
CUS_0x00d5,User213,66,313-43-1213,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,390,0,6
CUS_0x00d6,User214,67,314-44-1214,Artist,2023-08-01,2023-08-01T00:00:00.000Z,760,0,8
CUS_0x00d7,User215,68,315-45-1215,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,968,3,4
CUS_0x00d8,User216,69,316-46-1216,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,671,1,11
CUS_0x00d9,User217,70,317-47-1217,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,469,4,5
CUS_0x00da,User218,71,318-48-1218,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,107,2,7
CUS_0x00db,User219,72,319-49-1219,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,813,3,9
CUS_0x00dc,User220,18,320-50-1220,Artist,2023-08-01,2023-08-01T00:00:00.000Z,269,4,5
CUS_0x00dd,User221,19,321-51-1221,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,183,3,3
CUS_0x00de,User222,20,322-52-1222,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,138,3,10
CUS_0x00df,User223,21,323-53-1223,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,80,0,0
CUS_0x00e0,User224,22,324-54-1224,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,169,4,5
CUS_0x00e1,User225,23,325-55-1225,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,954,4,6
CUS_0x00e2,User226,24,326-56-1226,Artist,2023-08-01,2023-08-01T00:00:00.000Z,181,1,5
CUS_0x00e3,User227,25,327-57-1227,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,65,0,5
CUS_0x00e4,User228,26,328-58-1228,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,603,3,11
CUS_0x00e5,User229,27,329-59-1229,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,803,3,11
CUS_0x00e6,User230,28,330-60-1230,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,934,4,2
CUS_0x00e7,User231,29,331-61-1231,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,621,1,5
CUS_0x00e8,User232,30,332-62-1232,Artist,2023-08-01,2023-08-01T00:00:00.000Z,706,1,6
CUS_0x00e9,User233,31,333-63-1233,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,176,1,8
CUS_0x00ea,User234,32,334-64-1234,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,828,3,4
CUS_0x00eb,User235,33,335-65-1235,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,64,4,8
CUS_0x00ec,User236,34,336-66-1236,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,97,2,9
CUS_0x00ed,User237,35,337-67-1237,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,964,4,4
CUS_0x00ee,User238,36,338-68-1238,Artist,2023-08-01,2023-08-01T00:00:00.000Z,664,4,8
CUS_0x00ef,User239,37,339-69-1239,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,253,3,1
CUS_0x00f0,User240,38,340-70-1240,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,701,1,9
CUS_0x00f1,User241,39,341-71-1241,Teacher,2023-08-01,2023-08-01T00:00:00.000Z,154,4,6
CUS_0x00f2,User242,40,342-72-1242,Doctor,2023-08-01,2023-08-01T00:00:00.000Z,412,2,8
CUS_0x00f3,User243,41,343-73-1243,Clerk,2023-08-01,2023-08-01T00:00:00.000Z,389,4,5
CUS_0x00f4,User244,42,344-74-1244,Artist,2023-08-01,2023-08-01T00:00:00.000Z,251,1,3
CUS_0x00f5,User245,43,345-75-1245,Unknown,2023-08-01,2023-08-01T00:00:00.000Z,867,2,3
CUS_0x00f6,User246,44,346-76-1246,Engineer,2023-08-01,2023-08-01T00:00:00.000Z,932,2,0
