Customer_ID,Name,Age,SSN,Occupation,snapshot_date,_ingested_at_utc
CUS_0x0022,User34,52,134-44-1034,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0023,User35,53,135-45-1035,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0024,User36,54,136-46-1036,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0025,User37,55,137-47-1037,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0026,User38,56,138-48-1038,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0027,User39,57,139-49-1039,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0028,User40,58,140-50-1040,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0029,User41,59,141-51-1041,"",2024-12-01,2024-12-01 00:00:00
CUS_0x002a,User42,60,142-52-1042,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x002b,User43,61,143-53-1043,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x002c,User44,62,144-54-1044,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x002d,User45,63,145-55-1045,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x002e,User46,64,146-56-1046,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x002f,User47,65,147-57-1047,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0030,User48,66,148-58-1048,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0031,User49,67,149-59-1049,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0032,User50,68,150-60-1050,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0033,User51,69,151-61-1051,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0034,User52,70,152-62-1052,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0035,User53,71,153-63-1053,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0036,User54,72,154-64-1054,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0037,User55,18,155-65-1055,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0038,User56,19,156-66-1056,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0039,User57,20,157-67-1057,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x003a,User58,21,158-68-1058,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x003b,User59,22,159-69-1059,"",2024-12-01,2024-12-01 00:00:00
CUS_0x003c,User60,23,160-70-1060,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x003d,User61,24,161-71-1061,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x003e,User62,25,162-72-1062,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x003f,User63,26,163-73-1063,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0040,User64,27,164-74-1064,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0041,User65,28,165-75-1065,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0042,User66,29,166-76-1066,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0043,User67,30,167-77-1067,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0044,User68,31,168-78-1068,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0045,User69,32,169-79-1069,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0046,User70,33,170-80-1070,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0047,User71,34,171-81-1071,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0048,User72,35,172-82-1072,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0049,User73,36,173-83-1073,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x004a,User74,37,174-84-1074,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x004b,User75,38,175-85-1075,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x004c,User76,39,176-86-1076,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x004d,User77,40,177-87-1077,"",2024-12-01,2024-12-01 00:00:00
CUS_0x004e,User78,41,178-88-1078,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x004f,User79,42,179-89-1079,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0050,User80,43,180-90-1080,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0051,User81,44,181-91-1081,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0052,User82,45,182-92-1082,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0053,User83,46,183-93-1083,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0054,User84,47,184-94-1084,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0055,User85,48,185-95-1085,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0056,User86,49,186-96-1086,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0057,User87,50,187-97-1087,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0058,User88,51,188-98-1088,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0059,User89,52,189-99-1089,"",2024-12-01,2024-12-01 00:00:00
CUS_0x005a,User90,53,190-10-1090,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x005b,User91,54,191-11-1091,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x005c,User92,55,192-12-1092,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x005d,User93,56,193-13-1093,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x005e,User94,57,194-14-1094,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x005f,User95,58,195-15-1095,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0060,User96,59,196-16-1096,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0061,User97,60,197-17-1097,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0062,User98,61,198-18-1098,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0063,User99,62,199-19-1099,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0064,User100,63,200-20-1100,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0065,User101,64,201-21-1101,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0066,User102,65,202-22-1102,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0067,User103,66,203-23-1103,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0068,User104,67,204-24-1104,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0069,User105,68,205-25-1105,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x006a,User106,69,206-26-1106,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x006b,User107,70,207-27-1107,"",2024-12-01,2024-12-01 00:00:00
CUS_0x006c,User108,71,208-28-1108,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x006d,User109,72,209-29-1109,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x006e,User110,18,210-30-1110,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x006f,User111,19,211-31-1111,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0070,User112,20,212-32-1112,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0071,User113,21,213-33-1113,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0072,User114,22,214-34-1114,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0073,User115,23,215-35-1115,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0074,User116,24,216-36-1116,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0075,User117,25,217-37-1117,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0076,User118,26,218-38-1118,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0077,User119,27,219-39-1119,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0078,User120,28,220-40-1120,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0079,User121,29,221-41-1121,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x007a,User122,30,222-42-1122,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x007b,User123,31,223-43-1123,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x007c,User124,32,224-44-1124,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x007d,User125,33,225-45-1125,"",2024-12-01,2024-12-01 00:00:00
CUS_0x007e,User126,34,226-46-1126,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x007f,User127,35,227-47-1127,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0080,User128,36,228-48-1128,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0081,User129,37,229-49-1129,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0082,User130,38,230-50-1130,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0083,User131,39,231-51-1131,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0084,User132,40,232-52-1132,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0085,User133,41,233-53-1133,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0086,User134,42,234-54-1134,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0087,User135,43,235-55-1135,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0088,User136,44,236-56-1136,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0089,User137,45,237-57-1137,"",2024-12-01,2024-12-01 00:00:00
CUS_0x008a,User138,46,238-58-1138,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x008b,User139,47,239-59-1139,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x008c,User140,48,240-60-1140,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x008d,User141,49,241-61-1141,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x008e,User142,50,242-62-1142,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x008f,User143,51,243-63-1143,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0090,User144,52,244-64-1144,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0091,User145,53,245-65-1145,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0092,User146,54,246-66-1146,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0093,User147,55,247-67-1147,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0094,User148,56,248-68-1148,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0095,User149,57,249-69-1149,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0096,User150,58,250-70-1150,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0097,User151,59,251-71-1151,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0098,User152,60,252-72-1152,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0099,User153,61,253-73-1153,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x009a,User154,62,254-74-1154,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x009b,User155,63,255-75-1155,"",2024-12-01,2024-12-01 00:00:00
CUS_0x009c,User156,64,256-76-1156,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x009d,User157,65,257-77-1157,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x009e,User158,66,258-78-1158,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x009f,User159,67,259-79-1159,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00a0,User160,68,260-80-1160,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00a1,User161,69,261-81-1161,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00a2,User162,70,262-82-1162,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00a3,User163,71,263-83-1163,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00a4,User164,72,264-84-1164,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00a5,User165,18,265-85-1165,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00a6,User166,19,266-86-1166,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00a7,User167,20,267-87-1167,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00a8,User168,21,268-88-1168,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00a9,User169,22,269-89-1169,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00aa,User170,23,270-90-1170,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00ab,User171,24,271-91-1171,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00ac,User172,25,272-92-1172,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00ad,User173,26,273-93-1173,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00ae,User174,27,274-94-1174,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00af,User175,28,275-95-1175,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00b0,User176,29,276-96-1176,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00b1,User177,30,277-97-1177,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00b2,User178,31,278-98-1178,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00b3,User179,32,279-99-1179,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00b4,User180,33,280-10-1180,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00b5,User181,34,281-11-1181,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00b6,User182,35,282-12-1182,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00b7,User183,36,283-13-1183,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00b8,User184,37,284-14-1184,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00b9,User185,38,285-15-1185,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00ba,User186,39,286-16-1186,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00bb,User187,40,287-17-1187,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00bc,User188,41,288-18-1188,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00bd,User189,42,289-19-1189,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00be,User190,43,290-20-1190,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00bf,User191,44,291-21-1191,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00c0,User192,45,292-22-1192,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00c1,User193,46,293-23-1193,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00c2,User194,47,294-24-1194,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00c3,User195,48,295-25-1195,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00c4,User196,49,296-26-1196,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00c5,User197,50,297-27-1197,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00c6,User198,51,298-28-1198,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00c7,User199,52,299-29-1199,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00c8,User200,53,300-30-1200,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00c9,User201,54,301-31-1201,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00ca,User202,55,302-32-1202,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00cb,User203,56,303-33-1203,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00cc,User204,57,304-34-1204,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00cd,User205,58,305-35-1205,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00ce,User206,59,306-36-1206,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00cf,User207,60,307-37-1207,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00d0,User208,61,308-38-1208,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00d1,User209,62,309-39-1209,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00d2,User210,63,310-40-1210,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00d3,User211,64,311-41-1211,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00d4,User212,65,312-42-1212,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00d5,User213,66,313-43-1213,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00d6,User214,67,314-44-1214,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00d7,User215,68,315-45-1215,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00d8,User216,69,316-46-1216,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00d9,User217,70,317-47-1217,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00da,User218,71,318-48-1218,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00db,User219,72,319-49-1219,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00dc,User220,18,320-50-1220,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00dd,User221,19,321-51-1221,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00de,User222,20,322-52-1222,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00df,User223,21,323-53-1223,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00e0,User224,22,324-54-1224,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00e1,User225,23,325-55-1225,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00e2,User226,24,326-56-1226,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00e3,User227,25,327-57-1227,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00e4,User228,26,328-58-1228,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00e5,User229,27,329-59-1229,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00e6,User230,28,330-60-1230,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00e7,User231,29,331-61-1231,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00e8,User232,30,332-62-1232,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00e9,User233,31,333-63-1233,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00ea,User234,32,334-64-1234,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00eb,User235,33,335-65-1235,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00ec,User236,34,336-66-1236,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00ed,User237,35,337-67-1237,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00ee,User238,36,338-68-1238,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00ef,User239,37,339-69-1239,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00f0,User240,38,340-70-1240,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00f1,User241,39,341-71-1241,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00f2,User242,40,342-72-1242,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00f3,User243,41,343-73-1243,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00f4,User244,42,344-74-1244,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00f5,User245,43,345-75-1245,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00f6,User246,44,346-76-1246,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00f7,User247,45,347-77-1247,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00f8,User248,46,348-78-1248,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00f9,User249,47,349-79-1249,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x00fa,User250,48,350-80-1250,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x00fb,User251,49,351-81-1251,"",2024-12-01,2024-12-01 00:00:00
CUS_0x00fc,User252,50,352-82-1252,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x00fd,User253,51,353-83-1253,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x00fe,User254,52,354-84-1254,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x00ff,User255,53,355-85-1255,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0100,User256,54,356-86-1256,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0101,User257,55,357-87-1257,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0102,User258,56,358-88-1258,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0103,User259,57,359-89-1259,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0104,User260,58,360-90-1260,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0105,User261,59,361-91-1261,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0106,User262,60,362-92-1262,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0107,User263,61,363-93-1263,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0108,User264,62,364-94-1264,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0109,User265,63,365-95-1265,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x010a,User266,64,366-96-1266,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x010b,User267,65,367-97-1267,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x010c,User268,66,368-98-1268,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x010d,User269,67,369-99-1269,"",2024-12-01,2024-12-01 00:00:00
CUS_0x010e,User270,68,370-10-1270,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x010f,User271,69,371-11-1271,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0110,User272,70,372-12-1272,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0111,User273,71,373-13-1273,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0112,User274,72,374-14-1274,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0113,User275,18,375-15-1275,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0114,User276,19,376-16-1276,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0115,User277,20,377-17-1277,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0116,User278,21,378-18-1278,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0117,User279,22,379-19-1279,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0118,User280,23,380-20-1280,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0119,User281,24,381-21-1281,"",2024-12-01,2024-12-01 00:00:00
CUS_0x011a,User282,25,382-22-1282,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x011b,User283,26,383-23-1283,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x011c,User284,27,384-24-1284,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x011d,User285,28,385-25-1285,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x011e,User286,29,386-26-1286,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x011f,User287,30,387-27-1287,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0120,User288,31,388-28-1288,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0121,User289,32,389-29-1289,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0122,User290,33,390-30-1290,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0123,User291,34,391-31-1291,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0124,User292,35,392-32-1292,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x0125,User293,36,393-33-1293,"",2024-12-01,2024-12-01 00:00:00
CUS_0x0126,User294,37,394-34-1294,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x0127,User295,38,395-35-1295,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x0128,User296,39,396-36-1296,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x0129,User297,40,397-37-1297,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x012a,User298,41,398-38-1298,Artist,2024-12-01,2024-12-01 00:00:00
CUS_0x012b,User299,42,399-39-1299,"",2024-12-01,2024-12-01 00:00:00
CUS_0x012c,User300,43,400-40-1300,Engineer,2024-12-01,2024-12-01 00:00:00
CUS_0x012d,User301,44,401-41-1301,Teacher,2024-12-01,2024-12-01 00:00:00
CUS_0x012e,User302,45,402-42-1302,Doctor,2024-12-01,2024-12-01 00:00:00
CUS_0x012f,User303,46,403-43-1303,Clerk,2024-12-01,2024-12-01 00:00:00
CUS_0x0130,User304,47,404-44-1304,Artist,2024-12-01,2024-12-01 00:00:00
